Country_Name,Year,Access_to_electricity_(%_of_population),"Adjusted_net_enrollment_rate,_primary_(%_of_primary_school_age_children)",Adjusted_net_national_income_(constant_2015_US$),Adjusted_net_national_income_per_capita_(annual_%_growth),Adjusted_net_national_income_per_capita_(constant_2015_US$),"Annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income,_bottom_40%_of_population_(%)","Annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income,_total_population_(%)",CPIA_social_protection_rating_(1=low_to_6=high),CPIA_trade_rating_(1=low_to_6=high),"Central_government_debt,_total_(%_of_GDP)","Children_out_of_school,_primary",Current_account_balance_(%_of_GDP),Current_health_expenditure_(%_of_GDP),"Current_health_expenditure_per_capita,_PPP_(current_international_$)","Employment_to_population_ratio,_15+,_total_(%)_(modeled_ILO_estimate)",Exports_of_goods_and_services_(%_of_GDP),Exports_of_goods_and_services_(annual_%_growth),Final_consumption_expenditure_(%_of_GDP),Final_consumption_expenditure_(annual_%_growth),"Foreign_direct_investment,_net_inflows_(%_of_GDP)","Foreign_direct_investment,_net_outflows_(%_of_GDP)",GDP_(constant_2015_US$),GDP_(constant_LCU),GDP_growth_(annual_%),GDP_per_capita_(constant_2015_US$),GDP_per_capita_(constant_LCU),GDP_per_capita_growth_(annual_%),"GDP_per_capita,_PPP_(constant_2017_international_$)",GDP_per_person_employed_(constant_2017_PPP_$),"GDP,_PPP_(constant_2017_international_$)",Gini_index,"Government_expenditure_on_education,_total_(%_of_GDP)","Government_expenditure_on_education,_total_(%_of_government_expenditure)",Gross_domestic_income_(constant_LCU),Gross_domestic_savings_(%_of_GDP),Gross_national_expenditure_(constant_2015_US$),Gross_savings_(%_of_GDP),"Hospital_beds_(per_1,000_people)",Human_capital_index_(HCI)_(scale_0-1),"Human_capital_index_(HCI),_lower_bound_(scale_0-1)","Human_capital_index_(HCI),_upper_bound_(scale_0-1)",Income_share_held_by_highest_10%,Income_share_held_by_highest_20%,Income_share_held_by_lowest_10%,Income_share_held_by_lowest_20%,Increase_in_poverty_gap_at_$1.90_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(%_of_poverty_line),Increase_in_poverty_gap_at_$1.90_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(USD),Increase_in_poverty_gap_at_$3.20_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(%_of_poverty_line),Increase_in_poverty_gap_at_$3.20_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(USD),"Inflation,_GDP_deflator_(annual_%)","Inflation,_GDP_deflator:_linked_series_(annual_%)","Inflation,_consumer_prices_(annual_%)","Labor_force,_total","Life_expectancy_at_birth,_total_(years)","Literacy_rate,_adult_total_(%_of_people_ages_15_and_above)","Literacy_rate,_youth_total_(%_of_people_ages_15-24)","Mortality_rate,_infant_(per_1,000_live_births)","Mortality_rate,_under-5_(per_1,000_live_births)",Net_acquisition_of_financial_assets_(current_LCU),Net_barter_terms_of_trade_index_(2000_=_100),"Net_financial_flows,_bilateral_(NFL,_current_US$)",Net_foreign_assets_(current_LCU),Net_investment_in_nonfinancial_assets_(current_LCU),Net_lending_(+)_/_net_borrowing_(-)_(current_LCU),"Net_trade_in_goods_(BoP,_current_US$)",Number_of_under-five_deaths,Ores_and_metals_exports_(%_of_merchandise_exports),"Population,_total",Poverty_gap_at_$2.15_a_day_(2017_PPP)_(%),Poverty_gap_at_$3.65_a_day_(2017_PPP)_(%),Poverty_gap_at_$6.85_a_day_(2017_PPP)_(%),Poverty_headcount_ratio_at_$2.15_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_$3.65_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_$6.85_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_national_poverty_lines_(%_of_population),Present_value_of_external_debt_(current_US$),Price_level_ratio_of_PPP_conversion_factor_(GDP)_to_market_exchange_rate,"Primary_completion_rate,_total_(%_of_relevant_age_group)",Public_private_partnerships_investment_in_ICT_(current_US$),Public_private_partnerships_investment_in_energy_(current_US$),Public_private_partnerships_investment_in_transport_(current_US$),Public_private_partnerships_investment_in_water_and_sanitation_(current_US$),Rail_lines_(total_route-km),"Railways,_goods_transported_(million_ton-km)","Railways,_passengers_carried_(million_passenger-km)",Real_interest_rate_(%),Renewable_electricity_output_(%_of_total_electricity_output),Renewable_energy_consumption_(%_of_total_final_energy_consumption),Renewable_internal_freshwater_resources_per_capita_(cubic_meters),Rural_land_area_(sq._km),Rural_population,Taxes_on_exports_(%_of_tax_revenue),Taxes_on_exports_(current_LCU),Taxes_on_international_trade_(%_of_revenue),Taxes_on_international_trade_(current_LCU),Trade_(%_of_GDP),Trade_in_services_(%_of_GDP),"Unemployment,_total_(%_of_total_labor_force)_(modeled_ILO_estimate)","Unemployment,_youth_total_(%_of_total_labor_force_ages_15-24)_(modeled_ILO_estimate)",Urban_population,Urban_population_(%_of_total_population),Urban_population_growth_(annual_%),"Vulnerable_employment,_total_(%_of_total_employment)_(modeled_ILO_estimate)","Wage_and_salaried_workers,_total_(%_of_total_employment)_(modeled_ILO_estimate)"
Ghana,2016,79.30000305,549071838822.0321,40716762510.0,3.436079418,1377.693208,-0.2,1.27,4.0,4.0,549071838822.0321,549071838822.0321,-5.042354763,3.46157742,169.2717743,65.67199707,31.19323949,2.893585271,79.7779459,-1.286311552,6.205506347,0.026110481,51073282097.0,135159000000.0,3.37346575,1728.116616,4573.241839,0.983231575,4662.011474,11627.48696,137782000000.0,43.5,4.394529819,22.09332085,131353000000.0,20.2220541,55108978946.0,18.89210671,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,32.2,48.6,1.6,4.7,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,15.74861961,15.74861961,17.45463471,12541820.0,63.89,549071838822.0321,549071838822.0321,37.9,53.1,0.0,175.8518012,-153172870.7,15492095202.0,549071838822.0321,-15608036816.0,-1773326761.0,47720.0,1.903823883,29554303.0,9.3,20.8,41.9,25.2,48.8,78.5,23.4,549071838822.0321,0.39496564,549071838822.0321,549071838822.0321,752000000.0,1500000000.0,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,45.22,1025.231419,549071838822.0321,13373618.0,1.10580569,268528250.0,13.6209577,4390443484.0,67.87700019,24.85391412,5.105999947,10.36200047,16180685.0,54.749,3.557754668,69.90999794,24.51000023
Ghana,2017,79.0,85.74174,42238390713.0,1.444353704,1397.591971,552788640450.1589,552788640450.1589,4.0,4.0,552788640450.1589,90704.0,-3.31527879,3.35796332,167.78508,66.8219986,33.87687443,23.79007568,82.2007993,2.430416243,5.388486852,0.026338276,55224975511.0,146146000000.0,8.128894881,1827.294579,4835.70376,5.739078113,4929.567954,12084.21864,148983000000.0,552788640450.1589,3.533629894,20.09763908,139106000000.0,17.7992007,57188882162.0,16.88789727,552788640450.1589,0.439,0.424,0.452,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,10.67731058,10.67731058,12.37192155,12868929.0,64.013,552788640450.1589,552788640450.1589,36.7,51.0,0.0,175.5785136,-275712291.1,20140714054.0,552788640450.1589,-12246116152.0,1187080000.0,45238.0,1.945033307,30222262.0,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,0.405459058,94.72445679,552788640450.1589,552788640450.1589,550000000.0,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,44.43,1002.57221,552788640450.1589,13477013.0,0.0,0.0,13.8171773,5484661244.0,70.54836457,26.61472055,3.369999886,6.333000183,16745249.0,55.407,3.429632929,68.7300005,25.73999977
Ghana,2018,80.40000153,85.00771,45981599089.0,6.575658881,1489.492851,572686429093.6163,572686429093.6163,3.5,4.0,572686429093.6163,153986.0,-3.038062565,3.48865867,185.6306763,66.72399902,33.45489588,6.616384567,78.39939103,3.64061363,4.441407055,0.120135573,58648966892.0,155207000000.0,6.200077681,1899.829903,5027.659312,3.96954738,5125.24949,12524.46098,158220000000.0,572686429093.6163,3.886130095,18.59816933,149121000000.0,21.60060897,60541179061.0,20.93786403,572686429093.6163,0.443490088,0.431690723,0.454751998,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,10.56847993,10.56847993,7.808765166,13192290.0,64.122,79.03964233,92.4909668,35.6,49.1,0.0,188.7972035,-265881586.4,13668949703.0,572686429093.6163,-11418684710.0,1808644838.0,43437.0,2.795898444,30870641.0,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,0.415428623,93.80911255,42000000.0,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,41.48,981.5150907,572686429093.6163,13564560.0,0.0,0.0,12.80968946,6102117562.0,67.95851835,26.23879343,3.428999901,6.451000214,17306081.0,56.06,3.294336639,67.79999828,26.79000092
Ghana,2019,83.5,86.69982,49081258399.0,4.534466163,1557.033401,664236706933.0513,664236706933.0513,3.5,4.5,664236706933.0513,35432.0,-2.727595978,3.41858864,193.2235413,66.64299774,37.44959942,12.733068,82.26118133,12.98894683,5.677452823,0.860092516,62465709576.0,165308000000.0,6.507774794,1981.636156,5244.149204,4.30597775,5345.941592,13023.20256,168516000000.0,664236706933.0513,664236706933.0513,664236706933.0513,158858000000.0,17.73881867,64647743240.0,18.60781572,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,8.481072981,8.481072981,7.143640033,13516315.0,64.74,664236706933.0513,664236706933.0513,34.5,47.2,0.0,192.3031157,-140734177.9,20991989060.0,664236706933.0513,-15206498702.0,2256825173.0,42193.0,3.041297058,31522290.0,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,0.389102818,664236706933.0513,664236706933.0513,1533000000.0,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,41.8,961.2245811,664236706933.0513,13646945.0,0.0,0.0,10.13498298,5410014397.0,76.82480183,34.27452601,3.463000059,6.532000065,17875345.0,56.707,3.236444646,66.89999962,27.75
Ghana,2020,85.87355042,730253749908.386,55644409506.0,11.05347625,1729.139718,730253749908.386,730253749908.386,3.5,4.5,730253749908.386,265188.0,-3.046641909,730253749908.386,730253749908.386,65.79699707,20.7210461,-50.65732209,78.00270357,0.031133626,2.678037209,0.774399225,62786746874.0,166157000000.0,0.513941648,1951.086529,5163.303483,-1.541636548,5263.526603,12927.37144,169382000000.0,730253749908.386,730253749908.386,730253749908.386,166157000000.0,21.99729643,64991285339.0,28.37379876,730253749908.386,0.450056404,0.437522233,0.461756647,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,9.365573701,9.365573701,9.887289563,13734537.0,64.114,80.37999725,93.48000336,33.5,45.5,0.0,189.7145631,-114794118.6,16894394354.0,730253749908.386,-42715222323.0,2042966219.0,40743.0,730253749908.386,32180401.0,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,0.39205026,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,13725263.0,0.0,0.0,9.999972094,5513806053.0,38.51686166,28.15741815,3.773999929,7.34100008,18455138.0,57.349,3.192042501,730253749908.386,730253749908.386
Guinea,1999,16.4,43.00455,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,750760.0,-5.808442116,235969024005.94077,235969024005.94077,61.36899948,21.63951826,235969024005.94077,84.54506287,235969024005.94077,1.833205646,0.115564099,5050054080.0,28210800000000.0,3.812004035,617.7514016,3450907.041,1.496338582,1676.718212,4951.551476,13706998681.0,235969024005.94077,2.361419916,14.65855026,235969024005.94077,15.45493713,235969024005.94077,15.43797752,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,4.227675307,4.227675307,235969024005.94077,2898071.0,52.356,235969024005.94077,235969024005.94077,104.2,172.4,235969024005.94077,76.92307692,3829386.0,235969024005.94077,235969024005.94077,235969024005.94077,54736445.0,57973.0,61.60495363,8174897.0,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,0.52493827,29.06052017,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,15.01263906,52.75397797,86.31689695,27645.60826,235969024005.94077,5673787.0,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,47.67304857,13.81963186,4.56099987,5.818999767,2501110.0,30.595,3.148926008,91.79999924,6.860000134
Guinea,2000,15.1462574,45.75882,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,736478.0,-4.67690505,4.74567652,53.71787262,61.3429985,24.52387304,227044988038.0501,83.96118331,227044988038.0501,0.331913233,0.0,5176459992.0,28916900000000.0,2.503060562,620.9044599,3468520.778,0.510408914,1685.276331,4996.775468,14050093159.0,227044988038.0501,2.593400002,15.19596958,227044988038.0501,16.03881669,227044988038.0501,16.10914481,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,6.30012396,6.30012396,227044988038.0501,2944411.0,52.479,227044988038.0501,227044988038.0501,100.6,165.6,227044988038.0501,100.0,-40871618.9,107331000000.0,227044988038.0501,227044988038.0501,81626427.53,56261.0,51.71647931,8336967.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,0.43336536,31.67450905,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,12.29996312,55.96933187,85.52,27108.17975,244506.1008,5763429.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,53.48171901,11.76875374,4.590000153,5.788000107,2573538.0,30.869,2.854697255,91.72000122,6.920000076
Guinea,2001,16.43238449,48.92625,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,711513.0,-2.103422045,4.88881445,57.25774765,61.42699814,28.57866275,246000157131.23685,84.962389,246000157131.23685,0.059269764,0.176713666,5365832833.0,29974800000000.0,3.658346471,635.3318295,3549115.515,2.32360542,1724.435503,5144.910477,14564094246.0,246000157131.23685,2.081909895,10.31575966,246000157131.23685,15.037611,246000157131.23685,15.13439978,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,1.752426317,1.752426317,246000157131.23685,2965192.0,52.662,246000157131.23685,246000157131.23685,97.1,159.0,246000157131.23685,96.98412118,-21269468.9,156427000000.0,246000157131.23685,246000157131.23685,196219443.3,54383.0,53.99958578,8445717.0,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,0.386211088,33.42895126,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,10.93101569,57.26141079,84.84,26759.12536,246000157131.23685,5815383.0,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,58.59690975,13.86059663,4.572999954,5.712999821,2630334.0,31.144,2.182922844,91.81999969,6.809999943
Guinea,2002,17.71092606,55.94373,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,630647.0,-6.766547301,5.3613739,66.64984894,61.48899841,26.47781058,248977398506.52744,87.9543051,248977398506.52744,1.016880677,-1.016880677,5642957144.0,31522900000000.0,5.164609466,657.8567608,3674945.167,3.545380566,1785.573305,5345.850334,15316272836.0,43.0,2.593869925,13.06431961,248977398506.52744,12.0456949,248977398506.52744,12.49704577,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,34.0,49.4,2.3,5.8,1.875597239,3.563634872,1.719889045,5.503644943,0.432772378,0.432772378,248977398506.52744,3001647.0,53.278,248977398506.52744,248977398506.52744,93.8,152.9,248977398506.52744,97.16543053,-19996730.9,65138059183.0,248977398506.52744,248977398506.52744,61408000.0,52391.0,53.91342973,8577790.0,20.7,40.0,62.7,53.2,78.8,93.9,248977398506.52744,248977398506.52744,0.377042324,37.35200119,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,58.62068966,84.27,26347.11272,248977398506.52744,5882648.0,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,55.44823507,13.44516242,4.550000191,5.632999897,2695142.0,31.42,2.434005882,91.5,7.130000114
Guinea,2003,18.98423195,59.10019,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,601206.0,-5.375439794,4.7780695,60.85734558,60.80599976,25.95674335,265220923241.27216,77.61195737,265220923241.27216,2.291232724,0.0,5713415178.0,31916500000000.0,1.24860126,651.3052606,3638346.92,-0.995885504,1767.791039,5285.254233,15507512012.0,265220923241.27216,2.371020079,11.62475014,265220923241.27216,22.38804263,265220923241.27216,19.18547527,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,15.91069656,15.91069656,265220923241.27216,3044383.0,53.678,29.70401955,47.091259,90.6,147.0,265220923241.27216,96.71441013,-22712208.2,-11598110835.0,265220923241.27216,265220923241.27216,-7816716.145,50657.0,265220923241.27216,8772254.0,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,0.426611933,37.54304886,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,46.34994206,83.47,25763.0479,265220923241.27216,5991625.0,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,51.14213902,12.01029082,4.65199995,5.764999866,2780629.0,31.698,3.122626796,91.5,7.110000134
Guinea,2004,20.25465202,61.84531,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,572339.0,-4.465737029,4.78209734,62.67210388,60.1780014,24.62597518,283590575737.07385,80.46301325,283590575737.07385,2.692920574,0.0,5847115796.0,32663400000000.0,2.340117313,652.5042236,3645044.614,0.184086182,1771.045298,5287.593758,15870405985.0,283590575737.07385,2.210000038,12.31330013,283590575737.07385,19.53698675,283590575737.07385,12.62725098,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,16.52158332,16.52158332,283590575737.07385,3082810.0,54.117,283590575737.07385,283590575737.07385,87.8,141.8,283590575737.07385,105.1090672,-24331556.2,56105462663.0,283590575737.07385,283590575737.07385,44880000.0,49436.0,77.29567701,8961039.0,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,0.428223796,47.19324875,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,61.46179402,83.19,25220.28975,283590575737.07385,6095568.0,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,50.44221808,10.13132284,4.659999847,5.818999767,2865471.0,31.977,3.005557346,91.54999924,7.010000229
Guinea,2005,20.20000076,63.59582,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,3.5,4.5,284474032168.0155,559038.0,-5.459178825,4.04247189,61.35664749,59.54199982,34.78565309,284474032168.0155,80.79058792,284474032168.0155,3.574989252,0.0,6022369793.0,33642400000000.0,2.997272562,658.894385,3680741.584,0.979328739,1788.389653,5337.85804,16346085309.0,284474032168.0155,1.849060059,10.94746971,284474032168.0155,19.20941208,284474032168.0155,9.362357664,0.3,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,27.39084537,27.39084537,31.37330259,3113788.0,54.632,284474032168.0155,45.93000031,85.3,137.2,284474032168.0155,107.9471688,16389455.6,168896000000.0,284474032168.0155,284474032168.0155,103310000.0,48554.0,65.04331366,9140114.0,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,0.325679888,53.20787811,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,62.45259166,81.56,24726.16862,284474032168.0155,6191787.0,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,69.89672592,12.62992631,4.677000046,5.881000042,2948327.0,32.257,2.850515627,91.36000061,7.179999828
Guinea,2006,22.79629135,65.57848,4657664965.0,326819996006.28296,499.1803835,326819996006.28296,326819996006.28296,3.0,4.5,326819996006.28296,541783.0,-5.245236746,3.61069894,53.14136505,58.87099838,23.82431116,326819996006.28296,97.17428046,326819996006.28296,2.962071801,0.0,6094012031.0,34042600000000.0,1.189602117,653.1193818,3648481.035,-0.876468729,1772.714977,5286.893721,16540538686.0,326819996006.28296,326819996006.28296,326819996006.28296,32551200000000.0,2.825719535,6763247925.0,1.370038969,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,100.6077468,37.58404182,34.6952706,3149846.0,55.108,326819996006.28296,326819996006.28296,83.1,133.3,326819996006.28296,132.2867458,9297140.7,423647000000.0,326819996006.28296,326819996006.28296,81940000.0,47906.0,55.85183186,9330625.0,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,0.307664478,57.48635101,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,63.15068493,81.06,24221.31422,326819996006.28296,6294533.0,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,69.38630362,8.741192369,4.739999771,5.982999802,3036092.0,32.539,2.933327127,91.30999947,7.190000057
Guinea,2007,24.07256889,67.55235,4907822251.0,2.981843558,514.0651616,346460978285.70044,346460978285.70044,3.0,4.0,346460978285.70044,521716.0,-7.23648454,3.43232441,54.18545914,58.28499985,23.55095814,29.90790378,100.5994452,7.8274875,6.143028628,0.0,6509469541.0,36363500000000.0,6.817471113,681.8281797,3808855.245,4.395643234,1850.637203,5501.031396,17668185133.0,39.4,346460978285.70044,346460978285.70044,33032900000000.0,-0.599445159,7213496692.0,-3.683535252,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,30.1,46.3,2.5,6.3,0.971448421,1.845752001,1.155936718,3.698997498,13.61887594,13.61887594,18.17556561,3199079.0,55.553,346460978285.70044,346460978285.70044,81.2,129.8,346460978285.70044,130.4623291,11271755.0,254008000000.0,346460978285.70044,346460978285.70044,-3240000.0,47525.0,73.44197169,9547082.0,16.5,35.7,59.2,47.9,74.6,92.9,346460978285.70044,346460978285.70044,0.417476223,57.76227188,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,68.18757921,80.36,23672.15449,346460978285.70044,6413539.0,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,71.12103875,5.651299801,4.659999847,5.961999893,3133543.0,32.822,3.159315116,91.51000214,6.989999771
Guinea,2008,25.35607719,66.59745,5097508201.0,1.393579047,521.2290659,363316823096.3012,363316823096.3012,3.0,4.0,363316823096.3012,550600.0,-6.292342397,3.26223779,53.43548584,57.59799957,21.64046458,-10.85383261,94.68562169,-2.392790824,5.483489,0.913819105,6778506969.0,37866400000000.0,4.133016159,693.1141093,3871901.146,1.655245404,1881.269791,5575.035409,18398414080.0,363316823096.3012,1.581120014,15.67825985,35332900000000.0,5.314378306,7341902841.0,4.270177718,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,16.7051244,16.7051244,23.06561294,3254659.0,56.044,363316823096.3012,363316823096.3012,79.6,126.9,363316823096.3012,119.6324653,3655209.8,686268000000.0,363316823096.3012,363316823096.3012,-22220000.0,47459.0,51.53712173,9779785.0,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,0.436084237,50.64950943,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,62.73764259,80.15,23108.89248,363316823096.3012,6542089.0,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,64.18425072,7.884202642,4.738999844,6.079999924,3237696.0,33.106,3.269765247,91.16000175,7.300000191
Guinea,2009,26.6495266,67.9527,4758581570.0,-8.89885568,474.8456436,363149656508.3515,363149656508.3515,3.0,4.0,363149656508.3515,540603.0,-6.005147101,3.57716823,57.05970383,56.8769989,22.51579108,5.634045861,103.477157,4.121466232,1.355237358,-0.741710702,6702408600.0,37441300000000.0,-1.122642048,668.8147463,3736159.094,-3.505824317,1815.315777,5366.010751,18191865747.0,363149656508.3515,2.207250118,13.58339977,33996200000000.0,-3.47715695,7290482241.0,-5.479269678,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,1.771029244,1.771029244,4.68438869,3311120.0,56.348,363149656508.3515,363149656508.3515,78.1,124.3,363149656508.3515,100.2107333,17524868.1,1169910000000.0,363149656508.3515,363149656508.3515,-4790000.0,47542.0,363149656508.3515,10021323.0,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,0.422666695,56.75358963,363149656508.3515,363149656508.3515,159000000.0,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,62.34817814,79.25,22551.91256,363149656508.3515,6675103.0,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,69.81535397,6.08211708,4.870999813,6.243999958,3346220.0,33.391,3.296938482,91.44999886,7.099999905
